codice,articolo,tipologia,settore,linea,materiale,eco,stagionale,brevettato,size,confezione,prezzoAnonimo,prezzoPersonalizzato,varianti_count
130419S,Vassoio • 500x375x160 mm,Vassoio,Pasticceria,FIBRA ROSSO,Cartoncino FIBRA,PAP 21,False,False,500x375x160,25 pz,2.3,2.7,1
